YEAR,FIPS,PLACE,GEO_ID,NAME,B25057_001E,B25057_001M,B25058_001E,B25058_001M,B25059_001E,B25059_001M
2012,600212,Acton,6037910205,Census Tract 9102.05,369.0,28.0,389.0,1093.0,1125.0,1613.0
2012,600212,Acton,6037910804,Census Tract 9108.04,1280.0,345.0,1495.0,1362.0,2001.0,
2012,600212,Acton,6037910805,Census Tract 9108.05,1252.0,359.0,1442.0,931.0,2001.0,
2012,600212,Acton,6037910812,Census Tract 9108.12,,,,,,
2012,600212,Acton,6037910813,Census Tract 9108.13,573.0,496.0,1046.0,988.0,1240.0,1865.0
2012,600394,Agoura Hills,6037800324,Census Tract 8003.24,2001.0,,2001.0,,2001.0,
2012,600394,Agoura Hills,6037800326,Census Tract 8003.26,1578.0,174.0,1925.0,226.0,2001.0,
2012,600394,Agoura Hills,6037800327,Census Tract 8003.27,1326.0,112.0,1597.0,273.0,2001.0,
2012,600394,Agoura Hills,6037800328,Census Tract 8003.28,1500.0,154.0,1745.0,126.0,1989.0,204.0
2012,600394,Agoura Hills,6037800329,Census Tract 8003.29,1629.0,79.0,1911.0,129.0,2001.0,
2012,600394,Agoura Hills,6037800332,Census Tract 8003.32,1740.0,408.0,1980.0,451.0,2001.0,
2012,600450,Agua Dulce,6037910804,Census Tract 9108.04,1280.0,345.0,1495.0,1362.0,2001.0,
2012,600450,Agua Dulce,6037910808,Census Tract 9108.08,1369.0,186.0,1488.0,290.0,1736.0,305.0
2012,600450,Agua Dulce,6037910810,Census Tract 9108.10,99.0,,99.0,,521.0,1251.0
2012,600450,Agua Dulce,6037910813,Census Tract 9108.13,573.0,496.0,1046.0,988.0,1240.0,1865.0
2012,600884,Alhambra,6037480302,Census Tract 4803.02,791.0,118.0,1123.0,81.0,1465.0,118.0
2012,600884,Alhambra,6037480303,Census Tract 4803.03,1039.0,52.0,1213.0,73.0,1418.0,73.0
2012,600884,Alhambra,6037480304,Census Tract 4803.04,888.0,83.0,1113.0,93.0,1365.0,75.0
2012,600884,Alhambra,6037480400,Census Tract 4804,1027.0,63.0,1176.0,64.0,1477.0,244.0
2012,600884,Alhambra,6037480500,Census Tract 4805,1125.0,67.0,1398.0,140.0,1876.0,201.0
2012,600884,Alhambra,6037480704,Census Tract 4807.04,1088.0,57.0,1334.0,81.0,1659.0,116.0
2012,600884,Alhambra,6037480802,Census Tract 4808.02,804.0,151.0,1094.0,155.0,1395.0,269.0
2012,600884,Alhambra,6037480803,Census Tract 4808.03,820.0,86.0,1011.0,251.0,1353.0,156.0
2012,600884,Alhambra,6037480804,Census Tract 4808.04,984.0,40.0,1210.0,89.0,1635.0,122.0
2012,600884,Alhambra,6037480901,Census Tract 4809.01,939.0,26.0,1058.0,49.0,1216.0,43.0
2012,600884,Alhambra,6037480902,Census Tract 4809.02,914.0,59.0,1086.0,51.0,1244.0,70.0
2012,600884,Alhambra,6037480903,Census Tract 4809.03,904.0,186.0,1076.0,95.0,1226.0,99.0
2012,600884,Alhambra,6037481001,Census Tract 4810.01,819.0,94.0,945.0,62.0,1268.0,171.0
2012,600884,Alhambra,6037481002,Census Tract 4810.02,951.0,81.0,1118.0,45.0,1295.0,115.0
2012,600884,Alhambra,6037481500,Census Tract 4815,780.0,176.0,1263.0,214.0,1710.0,247.0
2012,600884,Alhambra,6037481603,Census Tract 4816.03,966.0,62.0,1129.0,61.0,1386.0,216.0
2012,600884,Alhambra,6037481604,Census Tract 4816.04,968.0,55.0,1129.0,58.0,1321.0,107.0
2012,600884,Alhambra,6037481605,Census Tract 4816.05,873.0,99.0,1144.0,114.0,1580.0,240.0
2012,600884,Alhambra,6037481606,Census Tract 4816.06,983.0,108.0,1153.0,63.0,1385.0,121.0
2012,600884,Alhambra,6037481800,Census Tract 4818,941.0,464.0,1250.0,675.0,1984.0,529.0
2012,600884,Alhambra,6037481901,Census Tract 4819.01,924.0,68.0,1071.0,121.0,1302.0,103.0
2012,600884,Alhambra,6037481902,Census Tract 4819.02,903.0,151.0,1017.0,84.0,1193.0,79.0
2012,601150,Alondra Park,6037603702,Census Tract 6037.02,1268.0,575.0,1645.0,154.0,1893.0,124.0
2012,601150,Alondra Park,6037603704,Census Tract 6037.04,845.0,46.0,980.0,46.0,1228.0,74.0
2012,601290,Altadena,6037460100,Census Tract 4601,1017.0,184.0,1161.0,144.0,1487.0,413.0
2012,601290,Altadena,6037460200,Census Tract 4602,1093.0,151.0,1357.0,168.0,1854.0,445.0
2012,601290,Altadena,6037460301,Census Tract 4603.01,1116.0,538.0,1668.0,247.0,1939.0,225.0
2012,601290,Altadena,6037460302,Census Tract 4603.02,1040.0,203.0,1387.0,284.0,1946.0,423.0
2012,601290,Altadena,6037460900,Census Tract 4609,860.0,128.0,1141.0,176.0,1473.0,143.0
2012,601290,Altadena,6037461000,Census Tract 4610,986.0,93.0,1191.0,95.0,1460.0,144.0
2012,601290,Altadena,6037461100,Census Tract 4611,836.0,204.0,1132.0,107.0,1559.0,314.0
2012,601290,Altadena,6037461200,Census Tract 4612,1076.0,378.0,1681.0,673.0,2001.0,
2012,601290,Altadena,6037461300,Census Tract 4613,913.0,123.0,1200.0,138.0,1733.0,419.0
2012,601290,Altadena,6037462500,Census Tract 4625,1110.0,63.0,1282.0,111.0,1483.0,626.0
2012,602462,Arcadia,6037430400,Census Tract 4304,1200.0,318.0,1421.0,231.0,2001.0,
2012,602462,Arcadia,6037430600,Census Tract 4306,2001.0,,2001.0,,2001.0,
2012,602462,Arcadia,6037430701,Census Tract 4307.01,947.0,46.0,1121.0,152.0,2001.0,
2012,602462,Arcadia,6037430721,Census Tract 4307.21,1137.0,218.0,1598.0,161.0,1912.0,153.0
2012,602462,Arcadia,6037430723,Census Tract 4307.23,1059.0,83.0,1333.0,76.0,1646.0,132.0
2012,602462,Arcadia,6037430724,Census Tract 4307.24,1135.0,59.0,1388.0,93.0,1780.0,109.0
2012,602462,Arcadia,6037430801,Census Tract 4308.01,1042.0,100.0,1333.0,89.0,1729.0,250.0
2012,602462,Arcadia,6037430802,Census Tract 4308.02,963.0,146.0,1137.0,92.0,1495.0,321.0
2012,602462,Arcadia,6037430803,Census Tract 4308.03,1054.0,77.0,1188.0,122.0,1475.0,390.0
2012,602462,Arcadia,6037430902,Census Tract 4309.02,942.0,150.0,1262.0,77.0,1449.0,56.0
2012,602462,Arcadia,6037431300,Census Tract 4313,1353.0,117.0,1588.0,197.0,1879.0,185.0
2012,602462,Arcadia,6037431400,Census Tract 4314,1016.0,597.0,1405.0,234.0,1770.0,367.0
2012,602462,Arcadia,6037431502,Census Tract 4315.02,1026.0,107.0,1269.0,213.0,1734.0,346.0
2012,602462,Arcadia,6037431600,Census Tract 4316,721.0,40.0,842.0,172.0,1588.0,830.0
2012,602462,Arcadia,6037431700,Census Tract 4317,1006.0,598.0,1145.0,86.0,1589.0,928.0
2012,602462,Arcadia,6037431800,Census Tract 4318,1119.0,162.0,1423.0,169.0,1875.0,245.0
2012,602462,Arcadia,6037431900,Census Tract 4319,800.0,59.0,974.0,62.0,1291.0,321.0
2012,602462,Arcadia,6037432500,Census Tract 4325,855.0,97.0,1117.0,217.0,1518.0,188.0
2012,602462,Arcadia,6037463101,Census Tract 4631.01,963.0,81.0,1143.0,121.0,1453.0,263.0
2012,602462,Arcadia,6037480011,Census Tract 4800.11,957.0,41.0,1157.0,76.0,1410.0,81.0
2012,602896,Artesia,6037554514,Census Tract 5545.14,1366.0,279.0,1647.0,130.0,1894.0,89.0
2012,602896,Artesia,6037554515,Census Tract 5545.15,1355.0,103.0,1595.0,424.0,2001.0,
2012,602896,Artesia,6037554516,Census Tract 5545.16,1344.0,961.0,2001.0,,2001.0,
2012,602896,Artesia,6037554521,Census Tract 5545.21,1300.0,72.0,1464.0,136.0,1996.0,301.0
2012,602896,Artesia,6037554801,Census Tract 5548.01,888.0,446.0,1483.0,450.0,1745.0,150.0
2012,602896,Artesia,6037554802,Census Tract 5548.02,1025.0,42.0,1167.0,40.0,1442.0,162.0
2012,602896,Artesia,6037554900,Census Tract 5549,1064.0,135.0,1322.0,146.0,1642.0,228.0
2012,603274,Avalon,6037599000,Census Tract 5990,821.0,91.0,1104.0,148.0,1599.0,214.0
2012,603274,Avalon,6037599100,Census Tract 5991,387.0,560.0,748.0,369.0,870.0,348.0
2012,603344,Avocado Heights,6037408202,Census Tract 4082.02,1001.0,316.0,1203.0,152.0,1476.0,223.0
2012,603344,Avocado Heights,6037408301,Census Tract 4083.01,1090.0,87.0,1250.0,216.0,1653.0,267.0
2012,603344,Avocado Heights,6037408302,Census Tract 4083.02,1133.0,1251.0,1565.0,343.0,1894.0,286.0
2012,603344,Avocado Heights,6037408303,Census Tract 4083.03,1136.0,167.0,1330.0,471.0,1699.0,412.0
2012,603344,Avocado Heights,6037408402,Census Tract 4084.02,1048.0,76.0,1135.0,52.0,1222.0,477.0
2012,603386,Azusa,6037400501,Census Tract 4005.01,2001.0,,2001.0,,2001.0,
2012,603386,Azusa,6037400602,Census Tract 4006.02,826.0,53.0,1033.0,84.0,1208.0,71.0
2012,603386,Azusa,6037400603,Census Tract 4006.03,1077.0,75.0,1287.0,95.0,1486.0,180.0
2012,603386,Azusa,6037400604,Census Tract 4006.04,1044.0,55.0,1168.0,76.0,1360.0,168.0
2012,603386,Azusa,6037400800,Census Tract 4008,542.0,823.0,1250.0,489.0,1785.0,484.0
2012,603386,Azusa,6037404000,Census Tract 4040,1120.0,69.0,1302.0,115.0,1537.0,256.0
2012,603386,Azusa,6037404100,Census Tract 4041,1072.0,252.0,1343.0,106.0,1492.0,229.0
2012,603386,Azusa,6037404201,Census Tract 4042.01,829.0,75.0,994.0,110.0,1140.0,54.0
2012,603386,Azusa,6037404202,Census Tract 4042.02,716.0,314.0,1020.0,157.0,1440.0,307.0
2012,603386,Azusa,6037404301,Census Tract 4043.01,913.0,59.0,1091.0,55.0,1292.0,113.0
2012,603386,Azusa,6037404302,Census Tract 4043.02,988.0,95.0,1139.0,116.0,1345.0,253.0
2012,603386,Azusa,6037404401,Census Tract 4044.01,868.0,107.0,1102.0,97.0,1317.0,105.0
2012,603386,Azusa,6037404402,Census Tract 4044.02,992.0,175.0,1309.0,183.0,1595.0,237.0
2012,603386,Azusa,6037404501,Census Tract 4045.01,964.0,41.0,1078.0,99.0,1228.0,110.0
2012,603386,Azusa,6037404503,Census Tract 4045.03,904.0,537.0,1259.0,325.0,1486.0,205.0
2012,603386,Azusa,6037404504,Census Tract 4045.04,846.0,45.0,960.0,36.0,1134.0,79.0
2012,603386,Azusa,6037930301,Census Tract 9303.01,799.0,250.0,941.0,72.0,984.0,60.0
2012,603666,Baldwin Park,6037404701,Census Tract 4047.01,602.0,220.0,879.0,247.0,1398.0,256.0
2012,603666,Baldwin Park,6037404702,Census Tract 4047.02,884.0,281.0,1269.0,161.0,1447.0,96.0
2012,603666,Baldwin Park,6037404703,Census Tract 4047.03,904.0,49.0,1020.0,73.0,1179.0,56.0
2012,603666,Baldwin Park,6037404801,Census Tract 4048.01,853.0,139.0,1096.0,72.0,1323.0,149.0
2012,603666,Baldwin Park,6037404802,Census Tract 4048.02,983.0,145.0,1164.0,94.0,1555.0,260.0
2012,603666,Baldwin Park,6037404803,Census Tract 4048.03,939.0,146.0,1125.0,149.0,1352.0,312.0
2012,603666,Baldwin Park,6037404901,Census Tract 4049.01,1091.0,82.0,1338.0,210.0,1686.0,121.0
2012,603666,Baldwin Park,6037404902,Census Tract 4049.02,870.0,77.0,975.0,112.0,1625.0,823.0
2012,603666,Baldwin Park,6037404903,Census Tract 4049.03,931.0,101.0,1137.0,260.0,1455.0,283.0
