YEAR,FIPS,PLACE,GEO_ID,NAME,B25057_001E,B25057_001M,B25058_001E,B25058_001M,B25059_001E,B25059_001M
2015,600212,Acton,6037910205,Census Tract 9102.05,365.0,171.0,,,1258.0,423.0
2015,600212,Acton,6037910804,Census Tract 9108.04,,,,,,
2015,600212,Acton,6037910805,Census Tract 9108.05,641.0,203.0,1125.0,886.0,1804.0,372.0
2015,600212,Acton,6037910812,Census Tract 9108.12,1225.0,731.0,1654.0,386.0,1827.0,128.0
2015,600212,Acton,6037910813,Census Tract 9108.13,578.0,528.0,,,2137.0,940.0
2015,600394,Agoura Hills,6037800324,Census Tract 8003.24,1713.0,511.0,2245.0,364.0,2667.0,274.0
2015,600394,Agoura Hills,6037800326,Census Tract 8003.26,1727.0,97.0,1983.0,228.0,2420.0,335.0
2015,600394,Agoura Hills,6037800327,Census Tract 8003.27,1418.0,85.0,1735.0,215.0,2256.0,235.0
2015,600394,Agoura Hills,6037800328,Census Tract 8003.28,1639.0,113.0,1919.0,146.0,2253.0,120.0
2015,600394,Agoura Hills,6037800329,Census Tract 8003.29,1643.0,66.0,1894.0,110.0,2286.0,187.0
2015,600394,Agoura Hills,6037800332,Census Tract 8003.32,1654.0,1045.0,,,3301.0,958.0
2015,600450,Agua Dulce,6037910804,Census Tract 9108.04,,,,,,
2015,600450,Agua Dulce,6037910808,Census Tract 9108.08,1616.0,63.0,1775.0,88.0,1934.0,589.0
2015,600450,Agua Dulce,6037910810,Census Tract 9108.10,,,1446.0,686.0,1938.0,676.0
2015,600450,Agua Dulce,6037910813,Census Tract 9108.13,578.0,528.0,,,2137.0,940.0
2015,600884,Alhambra,6037480302,Census Tract 4803.02,1024.0,78.0,1285.0,79.0,1546.0,124.0
2015,600884,Alhambra,6037480303,Census Tract 4803.03,938.0,46.0,1118.0,57.0,1375.0,112.0
2015,600884,Alhambra,6037480304,Census Tract 4803.04,916.0,45.0,1107.0,63.0,1420.0,104.0
2015,600884,Alhambra,6037480400,Census Tract 4804,1029.0,91.0,1208.0,84.0,1469.0,166.0
2015,600884,Alhambra,6037480500,Census Tract 4805,1128.0,72.0,1390.0,98.0,1757.0,168.0
2015,600884,Alhambra,6037480704,Census Tract 4807.04,1121.0,48.0,1349.0,53.0,1673.0,134.0
2015,600884,Alhambra,6037480802,Census Tract 4808.02,817.0,76.0,1020.0,286.0,1353.0,183.0
2015,600884,Alhambra,6037480803,Census Tract 4808.03,845.0,96.0,1070.0,208.0,1404.0,133.0
2015,600884,Alhambra,6037480804,Census Tract 4808.04,955.0,59.0,1203.0,79.0,1447.0,68.0
2015,600884,Alhambra,6037480901,Census Tract 4809.01,951.0,31.0,1085.0,40.0,1226.0,36.0
2015,600884,Alhambra,6037480902,Census Tract 4809.02,911.0,43.0,1078.0,52.0,1242.0,73.0
2015,600884,Alhambra,6037480903,Census Tract 4809.03,893.0,59.0,1042.0,110.0,1362.0,141.0
2015,600884,Alhambra,6037481001,Census Tract 4810.01,876.0,57.0,1179.0,166.0,1394.0,36.0
2015,600884,Alhambra,6037481002,Census Tract 4810.02,946.0,40.0,1081.0,68.0,1247.0,95.0
2015,600884,Alhambra,6037481500,Census Tract 4815,935.0,91.0,1172.0,153.0,1411.0,78.0
2015,600884,Alhambra,6037481603,Census Tract 4816.03,985.0,88.0,1203.0,86.0,1585.0,142.0
2015,600884,Alhambra,6037481604,Census Tract 4816.04,964.0,55.0,1132.0,53.0,1347.0,107.0
2015,600884,Alhambra,6037481605,Census Tract 4816.05,979.0,124.0,1181.0,85.0,1556.0,201.0
2015,600884,Alhambra,6037481606,Census Tract 4816.06,989.0,71.0,1131.0,35.0,1293.0,99.0
2015,600884,Alhambra,6037481800,Census Tract 4818,1097.0,373.0,1480.0,240.0,1757.0,129.0
2015,600884,Alhambra,6037481901,Census Tract 4819.01,909.0,90.0,1174.0,127.0,1652.0,235.0
2015,600884,Alhambra,6037481902,Census Tract 4819.02,904.0,62.0,1061.0,66.0,1238.0,138.0
2015,601150,Alondra Park,6037603702,Census Tract 6037.02,1288.0,176.0,1569.0,239.0,1960.0,217.0
2015,601150,Alondra Park,6037603704,Census Tract 6037.04,844.0,33.0,961.0,42.0,1173.0,72.0
2015,601290,Altadena,6037460100,Census Tract 4601,1002.0,376.0,1389.0,424.0,1922.0,1340.0
2015,601290,Altadena,6037460200,Census Tract 4602,1118.0,443.0,1434.0,176.0,1953.0,435.0
2015,601290,Altadena,6037460301,Census Tract 4603.01,1114.0,175.0,1549.0,613.0,1827.0,120.0
2015,601290,Altadena,6037460302,Census Tract 4603.02,828.0,568.0,1194.0,378.0,1754.0,192.0
2015,601290,Altadena,6037460900,Census Tract 4609,1016.0,71.0,1178.0,67.0,1543.0,259.0
2015,601290,Altadena,6037461000,Census Tract 4610,993.0,91.0,1300.0,116.0,1603.0,192.0
2015,601290,Altadena,6037461100,Census Tract 4611,975.0,97.0,1211.0,86.0,1501.0,200.0
2015,601290,Altadena,6037461200,Census Tract 4612,877.0,309.0,1229.0,220.0,1880.0,1002.0
2015,601290,Altadena,6037461300,Census Tract 4613,938.0,208.0,1307.0,140.0,1729.0,262.0
2015,601290,Altadena,6037462500,Census Tract 4625,1090.0,160.0,1379.0,253.0,2206.0,382.0
2015,602462,Arcadia,6037430400,Census Tract 4304,1316.0,153.0,1598.0,379.0,2333.0,746.0
2015,602462,Arcadia,6037430600,Census Tract 4306,1575.0,248.0,1915.0,437.0,2633.0,367.0
2015,602462,Arcadia,6037430701,Census Tract 4307.01,1063.0,51.0,1208.0,64.0,1465.0,236.0
2015,602462,Arcadia,6037430721,Census Tract 4307.21,1153.0,124.0,1398.0,84.0,1733.0,129.0
2015,602462,Arcadia,6037430723,Census Tract 4307.23,1093.0,58.0,1336.0,96.0,1696.0,113.0
2015,602462,Arcadia,6037430724,Census Tract 4307.24,1111.0,41.0,1367.0,136.0,1754.0,65.0
2015,602462,Arcadia,6037430801,Census Tract 4308.01,1060.0,103.0,1426.0,149.0,1876.0,142.0
2015,602462,Arcadia,6037430802,Census Tract 4308.02,1037.0,83.0,1176.0,96.0,1730.0,458.0
2015,602462,Arcadia,6037430803,Census Tract 4308.03,1187.0,169.0,1418.0,109.0,1981.0,359.0
2015,602462,Arcadia,6037430902,Census Tract 4309.02,976.0,106.0,1316.0,111.0,1633.0,167.0
2015,602462,Arcadia,6037431300,Census Tract 4313,1128.0,397.0,1618.0,177.0,1927.0,139.0
